Record Length,2.500000e+03,,  -0.680000000000,  -0.02000,
Sample Interval,4.000000e-03,,  -0.676000000000,  -0.04000,
Trigger Point,1.700000000000e+02,,  -0.672000000000,  -0.04000,
,,,  -0.668000000000,  -0.02000,
,,,  -0.664000000000,  -0.04000,
,,,  -0.660000000000,  -0.04000,
Source,CH1,,  -0.656000000000,  -0.02000,
Vertical Units,V,,  -0.652000000000,  -0.02000,
Vertical Scale,5.000000e-01,,  -0.648000000000,  -0.02000,
Vertical Offset,-1.500000e+00,,  -0.644000000000,  -0.02000,
Horizontal Units,s,,  -0.640000000000,  -0.04000,
Horizontal Scale,1.000000e+00,,  -0.636000000000,  -0.02000,
Pt Fmt,Y,,  -0.632000000000,  -0.04000,
Yzero,0.000000e+00,,  -0.628000000000,  -0.02000,
Probe Atten,1.000000e+00,,  -0.624000000000,  -0.02000,
Model Number,TDS2002C,,  -0.620000000000,  -0.02000,
Serial Number,C017128,,  -0.616000000000,  -0.02000,
Firmware Version,FV:v24.26,,  -0.612000000000,  -0.02000,
,,,-00.608000000000,  -0.02000,
,,,-00.604000000000,   0.00000,
,,,-00.600000000000,  -0.02000,
,,,-00.596000000000,  -0.02000,
,,,-00.592000000000,  -0.02000,
,,,-00.588000000000,  -0.02000,
,,,-00.584000000000,  -0.02000,
,,,-00.580000000000,  -0.02000,
,,,-00.576000000000,  -0.02000,
,,,-00.572000000000,  -0.02000,
,,,-00.568000000000,  -0.04000,
,,,-00.564000000000,  -0.02000,
,,,-00.560000000000,  -0.02000,
,,,-00.556000000000,  -0.02000,
,,,-00.552000000000,  -0.02000,
,,,-00.548000000000,  -0.02000,
,,,-00.544000000000,  -0.02000,
,,,-00.540000000000,  -0.02000,
,,,-00.536000000000,  -0.02000,
,,,-00.532000000000,   0.00000,
,,,-00.528000000000,  -0.02000,
,,,-00.524000000000,  -0.02000,
,,,-00.520000000000,  -0.02000,
,,,-00.516000000000,  -0.02000,
,,,-00.512000000000,  -0.02000,
,,,-00.508000000000,  -0.02000,
,,,-00.504000000000,  -0.02000,
,,,-00.500000000000,  -0.04000,
,,,-00.496000000000,  -0.02000,
,,,-00.492000000000,  -0.04000,
,,,-00.488000000000,  -0.02000,
,,,-00.484000000000,  -0.02000,
,,,-00.480000000000,  -0.04000,
,,,-00.476000000000,  -0.02000,
,,,-00.472000000000,  -0.02000,
,,,-00.468000000000,  -0.02000,
,,,-00.464000000000,  -0.04000,
,,,-00.460000000000,  -0.02000,
,,,-00.456000000000,  -0.02000,
,,,-00.452000000000,  -0.02000,
,,,-00.448000000000,  -0.04000,
,,,-00.444000000000,  -0.02000,
,,,-00.440000000000,  -0.02000,
,,,-00.436000000000,  -0.02000,
,,,-00.432000000000,  -0.02000,
,,,-00.428000000000,  -0.02000,
,,,-00.424000000000,  -0.02000,
,,,-00.420000000000,  -0.02000,
,,,-00.416000000000,  -0.02000,
,,,-00.412000000000,   0.00000,
,,,-00.408000000000,  -0.04000,
,,,-00.404000000000,  -0.04000,
,,,-00.400000000000,  -0.02000,
,,,-00.396000000000,  -0.02000,
,,,-00.392000000000,  -0.02000,
,,,-00.388000000000,  -0.02000,
,,,-00.384000000000,  -0.04000,
,,,-00.380000000000,  -0.02000,
,,,-00.376000000000,  -0.02000,
,,,-00.372000000000,  -0.04000,
,,,-00.368000000000,  -0.02000,
,,,-00.364000000000,  -0.04000,
,,,-00.360000000000,  -0.02000,
,,,-00.356000000000,  -0.04000,
,,,-00.352000000000,  -0.02000,
,,,-00.348000000000,  -0.02000,
,,,-00.344000000000,  -0.02000,
,,,-00.340000000000,   0.00000,
,,,-00.336000000000,   0.00000,
,,,-00.332000000000,  -0.02000,
,,,-00.328000000000,  -0.04000,
,,,-00.324000000000,  -0.02000,
,,,-00.320000000000,  -0.02000,
,,,-00.316000000000,  -0.02000,
,,,-00.312000000000,  -0.04000,
,,,-00.308000000000,  -0.04000,
,,,-00.304000000000,  -0.04000,
,,,-00.300000000000,  -0.02000,
,,,-00.296000000000,  -0.04000,
,,,-00.292000000000,  -0.02000,
,,,-00.288000000000,  -0.02000,
,,,-00.284000000000,  -0.04000,
,,,-00.280000000000,  -0.02000,
,,,-00.276000000000,  -0.04000,
,,,-00.272000000000,  -0.02000,
,,,-00.268000000000,  -0.02000,
,,,-00.264000000000,  -0.02000,
,,,-00.260000000000,  -0.02000,
,,,-00.256000000000,  -0.02000,
,,,-00.252000000000,  -0.04000,
,,,-00.248000000000,   0.00000,
,,,-00.244000000000,  -0.02000,
,,,-00.240000000000,  -0.02000,
,,,-00.236000000000,  -0.02000,
,,,-00.232000000000,  -0.02000,
,,,-00.228000000000,  -0.02000,
,,,-00.224000000000,  -0.02000,
,,,-00.220000000000,  -0.02000,
,,,-00.216000000000,  -0.02000,
,,,-00.212000000000,  -0.02000,
,,,-00.208000000000,  -0.02000,
,,,-00.204000000000,  -0.02000,
,,,-00.200000000000,  -0.02000,
,,,-00.196000000000,  -0.02000,
,,,-00.192000000000,   0.00000,
,,,-00.188000000000,  -0.04000,
,,,-00.184000000000,  -0.02000,
,,,-00.180000000000,  -0.02000,
,,,-00.176000000000,  -0.04000,
,,,-00.172000000000,  -0.02000,
,,,-00.168000000000,  -0.02000,
,,,-00.164000000000,  -0.02000,
,,,-00.160000000000,  -0.04000,
,,,-00.156000000000,  -0.04000,
,,,-00.152000000000,  -0.02000,
,,,-00.148000000000,  -0.04000,
,,,-00.144000000000,  -0.02000,
,,,-00.140000000000,  -0.02000,
,,,-00.136000000000,  -0.04000,
,,,-00.132000000000,  -0.02000,
,,,-00.128000000000,  -0.02000,
,,,-00.124000000000,  -0.02000,
,,,-00.120000000000,   0.00000,
,,,-00.116000000000,  -0.04000,
,,,-00.112000000000,  -0.02000,
,,,-00.108000000000,  -0.02000,
,,,-00.104000000000,  -0.02000,
,,,-00.100000000000,  -0.02000,
,,,-00.096000000000,  -0.02000,
,,,-00.092000000000,  -0.04000,
,,,-00.088000000000,  -0.02000,
,,,-00.084000000000,  -0.02000,
,,,-00.080000000000,  -0.04000,
,,,-00.076000000000,  -0.02000,
,,,-00.072000000000,  -0.04000,
,,,-00.068000000000,  -0.02000,
,,,-00.064000000000,  -0.02000,
,,,-00.060000000000,  -0.04000,
,,,-00.056000000000,  -0.04000,
,,,-00.052000000000,  -0.02000,
,,,-00.048000000000,  -0.02000,
,,,-00.044000000000,  -0.04000,
,,,-00.040000000000,  -0.02000,
,,,-00.036000000000,  -0.02000,
,,,-00.032000000000,  -0.04000,
,,,-00.028000000000,  -0.02000,
,,,-00.024000000000,  -0.02000,
,,,-00.020000000000,  -0.02000,
